filename|text
segment_1347.wav|― Թ֊թ֊թող մեկ անգամ էլ հարցնի, թ֊թ֊թող, թ֊թ֊թող,― ասաց Գոլլումը
segment_1348.wav|Բայց Բիլբոն ուղղակի ի վիճակի չէր մտածելու, երբ կողքին նստած էր այդպիսի նողկալի, թաց ու սառը արարած և անընդհատ ձեռք էր տալիս ու շոշափում
segment_1349.wav|Բիլբոն քորում էր ինքն իրեն, Բիլբոն կսմթում էր ինքն իրեն, ոչինչ չէր ստացվում
segment_1350.wav|― Թ֊թ֊թող հարցնի մեզ֊զ֊զ, հարցնի մեզ֊զ֊զ,― սուլում էր Գոլլումը
segment_1351.wav|Բիլբոն մեկ անգամ էլ կսմթեց ինքն իրեն, թփթփացնելով շոշափեց իրեն բոլոր կողմերից, սեղմեց դաշույնի կոթը և նույնիսկ մյուս ձեռքով գրպանը փորփրեց
segment_1352.wav|Այնտեղ նա շոշափեց մատանին, որ գտել էր թունելում և որի մասին մոռացել էր
segment_1353.wav|― Ի՞նչ կա իմ գրպանում,― հարցրեց նա բարձրաձայն
segment_1354.wav|Նա հարցն այնպես տվեց, ինքն իրեն, բայց Գոլլումը կարծեց, թե հարցն իրեն է վերաբերում, և սարսափելի հուզվեց
segment_1355.wav|― Անաս֊ս֊նիվ է, անաս֊ս֊սնիվ է… ― Սուլեց նա
segment_1356.wav|― Ճիշտ չէ՞, իմ ս֊ս֊սքանչելի, անաս֊ս֊սնիվ է, չէ՞, անազնիվ է չէ հարցնել մեզ֊զ֊զ՝ ինչ կա նրա գարշ֊շ֊շելի գրպանիկում
segment_1357.wav|Բիլբոն հասկանալով, թե ինչ տեղի ուենցավ, ավելի լավ բան չգտավ, քան մեկ անգամ էլ կրկնել բարձր ձայնով․  ― Ի՞նչ կա իմ գրպանում
segment_1358.wav|― Ս֊ս֊ս,― սուլեց Գոլլումը
segment_1359.wav|― Թող մեզ֊զ֊զ թողնի երեք անգամից պատաս֊ս֊սխանել
segment_1360.wav|― Լավ, մտածիր,― ասաց Բիլբոն
segment_1361.wav|― Ձե՞ռքը,― հարցրեց Գոլլումը
segment_1362.wav|― Ճիշտ չէ,― պատասխանեց Բիլբոն՝ ժամանակին ձեռքը գրնապից հանելով, նորից
segment_1363.wav|― Ս֊ս֊ս,― սուլեց Գոլլումը
segment_1364.wav|Նա ավելի հուզվեց և սկսեց հիշել բոլոր առարկաները, որ պահում էր իր գրպաններում՝ ձկան փուշ, գոբլինների ատամներ, թաց խխունջներ, չղջիկի թևի մի կտոր, ժանիքներ սրելու քար և այլ անպետքություններ
segment_1365.wav|― Դանակ,― վերջապես դժվարութմյաբ պատասխանեց նա, չիմացար
segment_1366.wav|Ուրախացավ Բիլբոն, որ վաղուց կորցրել էր դանակը
segment_1367.wav|― Մնաց վերջինը։ Գոլլումը հիմա առավել ծանր վիճակում էր, քան ձվի մասին հանելուկից հետո
segment_1368.wav|Նա ֆշշում էր ու թքում, ետ ու առաջ օրորվում և թաթերով շրմփացնում գետնին, կուչուձիգ անում, բայց ոչ մի կերպ չէր կարողանում վճռել և վերջին անգամ պատասխանել
segment_1369.wav|― Շտապեցրեց Բիլբոն, ես սպասում եմ
segment_1370.wav|― Նա խրոխտացավ և իրեն վստահ ու առույգ ձևացրեց, իսկ իրականում վախենում էր մտածել, թե ինչով կվերջանա խաղը, անկախ այն բանից՝ Գոլլումը կպատասխանի, թե ոչ, դե, շուտ արա
segment_1371.wav|― Ժամանակը լրացավ,― հայտարարեց նա
segment_1372.wav|― Առաս֊ս֊ս֊սան կամ ոչինչ,― ծղրտաց Գոլլումը
segment_1373.wav|Նա այնքան էլ ազնիվ չվարվեց․ երկու պատասխան միանգամից ասելն էլ մի բան չէ
segment_1374.wav|― Ոչ մեկը, ոչ էլ մյուսը,― թեթևացած գոռաց Բիլբոն
segment_1375.wav|Նույն րոպեին նա ոտքի թռավ, մեջքով հենվեց ժայռին և դաշույնն առաջ մեկնեց
segment_1376.wav|Նա, իհարկե, գիտեր, որ հանելուկների խաղը շատ հին է և սուրբ է համարվում, նույնիսկ չար էակները չեն համարձակվում այդ խաղի մեջ խարդախություն անել
segment_1377.wav|Բայց Բիլբոն այդ լպրծուն արարածին չէր վստահում․ հուսահատությունից նա կարող էր ինչ ասես անել
segment_1378.wav|Ցանկացած պատրվակով կարող էր պայմանը խախտել
segment_1379.wav|Դե, վերջին հանելուկն էլ, տեղն եկավ, ասենք, ըստ խաղի հին կանոնների, չէր կարող իսկական համարվել
segment_1380.wav|Բայց Գոլլումը առայժմ Բիլբոյի վրա չէր հարձակվում
segment_1381.wav|Նա տեսնում էր Բիլբոյի ձեռքի զենքը և հանգիստ նստած էր՝ դողալով ու ինչ֊որ բաներ շշնջալով
segment_1382.wav|Վերջապես Բիլբոն չդիմացավ․  ― Դե,― ասաց նա,― ո՞ւր մնաց խոստումդ
segment_1383.wav|Իմ գնալու ժամանակն է։ Խոստացել ես ճանապարհը ցույց տալ՝ ցույց տուր
segment_1384.wav|― Մենք խոս֊ս֊ստացե՞լ ենք, իմ ս֊ս֊սքանչելի, գարշ֊շ֊շելի միս֊ս֊ստր Բեգինս֊սին ճանապահր դուրս֊ս֊ս բերել
segment_1385.wav|Հնարավոր է։ Բայց ինչ֊չ֊չ կա նրա գրպանիկում
segment_1386.wav|Առաս֊ս֊սան չէ, իմ ս֊ս֊սքանչելի, բայց և դատարկ էլ չէ, դատարկ էլ չէ
segment_1387.wav|― Դա քեզ չի վերաբերում,― պատասխանեց Բիլբոն, խոստումը պետք է կատարել
segment_1388.wav|― Նա շ֊շ֊շատ ջղային է, իմ ս֊ս֊սքանչելի, ինչ էլ շ֊շ֊շտապում է,― սուլեց ու ֆշշացրեց Գոլլումը
segment_1389.wav|― Թող ս֊ս֊սպաս֊ս֊սի, ս֊ս֊սպաս֊ս֊ս֊ի։ Մենք չենք կարող այդպես հապճեպ գնալ թունելներով
segment_1390.wav|Մենք պետք է ն֊ն֊նախ որոշ֊շ֊շ կարևոր բան վերցնենք
segment_1391.wav|― Այդ դեպքում՝ արագ,― հրամայեց Բիլբոն, ուրախանալով, որ Գոլլումն ուղղակի պատրվակ է փնտրում, որպեսզի ծլկի և չվերադառնա
segment_1392.wav|Ի՞նչ է փնթփնթում։ Ի՞նչ մի կարևոր բան է պահել այդ սև լճում
segment_1393.wav|Բիլբոն սխալվում էր։ Գոլլումը մտադիր էր վերադառնալ
segment_1394.wav|Նա շատ էր սովածացել ու զայրացել։ Այդ չար, թշվառ էակի գլխում մի պլան էր ծնվել
segment_1395.wav|Կղզյակում, որի մասին Բիլբոն ոչինչ չգիտեր, Գոլլումը պահում էր ամեն տեսակի ոչնչություն, բացի դրանից՝ շատ օգտակար, շատ գեղեցիկ և շատ կախարդական մի բան՝ մատանի
segment_1396.wav|Ոսկե թանկարժեք մատանի
segment_1397.wav|― Իմ ծննդյան օրվա նվերը,― շշնջաց նա, ինչպես սիրում էր շշնջալ ինքն իրեն անվերջանալի ու անթափանց խավար օրերին
segment_1398.wav|― Ահա հիմա ինչ է մեզ֊զ֊զ հարկավոր, մեզ֊զ֊զ հարկավոր…  Բանն այն է, որ այդ մատանին հասարակ մատանի չէր, այլ կախարդական․ նա, ով դա դնում էր մատին, անտեսանելի էր դառնում, և միայն արևի պայծառ լույսի տակ կարելի էր ստվեր տեսնել, այն էլ շատ թույլ, անիրական
segment_1399.wav|― Նվեր, ս֊ս֊ստացած ծննդյան օրը, իմ ս֊ս֊սքանչելի
segment_1400.wav|Այդպես նա միշտ հավատացրել էր ինքն իրեն, բայց ո՞վ գիտե Գոլլումն ինչ ճանապարհով էր ձեռք բերել դա այն վաղեմի ժամանակներում, երբ այդպիսի մատանիներ աշխարհում շատ կային
segment_1401.wav|Հավանաբար Վարպետն ինքը՝ մատանիների տիրակալն էլ դա չգիտեր
segment_1402.wav|Սկզբում Գոլլումը մատանին կրում էր մատին, հետո ձանձրացավ և սկսեց տոպրակի մեջ դրած կախել վզից, մինչև մատանին տրորեց մաշկը և վերք բացեց
segment_1403.wav|Այժմ Գոլլումը սովորաբար մատանին պահում էր իր կղզյակում, քարերի տակ, և շարունակ ստուգում էր՝ տեղո՞ւմ է արդյոք
segment_1404.wav|Նա մատանին կրում էր շատ հազվադեպ, երբ արդեն բոլորովին ի վիճակի չէր դիմանալ առանց դրա, կամ երբ շատ սոված էր լինում, իսկ ձկից զզվանք էր զգում
segment_1405.wav|Այդ ժամանակ նա գաղտագողի գնում էր մութ թունելներով դեպի վեր և հետևում գոբլիններին
segment_1406.wav|Երբեմն սիրտ էր անում ծիկ անել այնտեղ, որտեղ ջահեր էին վառվում․ աչքերը լույսից ցավում էին, կկոցում էր, բայց ինքն անվտանգության մեջ էր
segment_1407.wav|Այո, լիակատար անվատանության մեջ։ Ոչ ոք նրան չէր տեսնում, չէր նկատում, և հանկարծ՝ հ֊հոպ… Նրա մատները խրվում էին գոբլինի կոկորդը
segment_1409.wav|Ընդամենը մի քանի ժամ առաջ նա դրեց մատանին և մի փոքրիկ գոբլին բռնեց
segment_1409.wav|Սա ինչպե՜ս էր ծղրտում։ Նրանից մի երկու ոսկոր էր մնացել, բայց հիմա Գոլլումը որևէ ավելի նուրբ բան էր ուզում
segment_1410.wav|― Լիակատար անվտանգության մեջ֊ջ֊ջ,― շշնջում էր քթի տակ
segment_1411.wav|― Նա մեզ֊զ֊զ չի տես֊ս֊սնի, ճիշտ է, իմ ս֊ս֊սքանչելի
segment_1412.wav|Ոչ, չի տեսնի և գարշ֊շ֊շելի թրիկը մեզ֊զ֊զ համար ս֊ս֊սարսափլի չի լինի, ս֊ս֊սարսափելի չի լինի
segment_1413.wav|Ահա ինչպիսի պլաններ էին վխտում նրա չար ուղեղում, երբ հանկարծ նա ճլմփաց դեպի նավակն ու անհետացավ մթության մեջ
segment_1414.wav|Բիլբոն որոշեց, որ նա չքվեց, էլ չի գա
segment_1415.wav|Բայց այնուամենայնիվ մի քիչ սպասեց․ միևնույն է, նա չէր պատկերացնում, թե ինչպես պետք է այստեղից դուրս գա
segment_1416.wav|Հանկարծ մի սուր ճիչ լսեց, փշաքաղվեց
segment_1417.wav|Ինչ֊որ տեղ, ոչ այնքան հեռու, մթության մեջ, Գոլլումը հայհոյում էր ու ողբում
segment_1418.wav|Նա կղզյակում էր, մեկ այստեղ էր քանդում, մեկ այնտեղ, փնտրում էր ու փորփրում, բայց ապարդյուն
segment_1419.wav|― Ի՞նչ է կորել, ո՞ւր է կորել,― լսեց Բիլբոն
segment_1420.wav|― Կորել է, իմ ս֊ս֊սքանչելի, կորել է…  ― Ի՞նչ է պատահել,― ձայն տվեց նրան Բիլբոն
segment_1421.wav|― Ի՞նչն է կորել։ ― Թող մեզ֊զ չ֊չ֊չհարցնի,― ծղրտաց Գոլլումը
segment_1422.wav|― Նրան չ֊չ֊չի վերաբերում
segment_1423.wav|Կորել է, գոլլմ, գոլլմ, ― Ես էլ եմ կորել,― անհամբերությամբ գոռաց Բիլբոն, և ուզում եմ գտնվել
segment_1424.wav|― Ես քեզ հաղթել եմ, ախր դու խոստացար, հիմա եկ այստեղ
segment_1425.wav|Եկ և ինձ դուրս հանիր, իսկ հետո կշարունակես փնտրել… Ինչպիսի դժբախտության մեջ էլ որ լիներ Գոլլումը, միևնույն է, Բիլբոն չէր կարող նրան կարեկցել
segment_1426.wav|Եվ հետո այդ իրից, որ Գոլլումին այդպես ծայրահեղորեն անհրաժեշտ էր, հաստատ լավ բան չսպասես
segment_1427.wav|― Եկ այստեղ,― ավելի բարձր գոռաց Բիլբոն
segment_1428.wav|― Ոչ, ոչ, իմ ս֊ս֊սքանչելի, թող ս֊ս֊սպասի,― սուլեց Գոլլումը
segment_1429.wav|― Մենք դեռ կփնտրենք, այն կորել է, գոլլմ, բայց դու այդպես էլ չպատասխանեցիր վերջին հարցին, իսկ խոստումը պետք է կատարել,― պնդեց Բիլբոն, վերջին հարցը
segment_1430.wav|― Կրկնեց Գոլլումը
segment_1431.wav|Եվ հանկարծ խավարից սուր ֆշշոց լսվեց․― Ի՞նչ կա նրա գրպանում, թող աս֊ս֊սի, ն֊ն֊նախ թող աս֊ս֊սի
segment_1432.wav|Ընդհանրապես Բիլբոն Գոլլումին հանելուկի պատասխանը չասելու պատճառ չուներ
segment_1433.wav|Բայց նրան ջղայնացնում էր այդ ամբողջ քաշքշուկը
