filename|text
segment_1600.wav|Բիլբոն գոբլիններից փախավ, բայց գաղափար չուներ, թե որտեղ է գտնվում
segment_1601.wav|Նա կորցրել էր կնգուղը, թիկնոցը ուտելեղենը, պոնիին, կոճակները և բարեկամներին
segment_1602.wav|Նա գնում էր հա գնում՝ ուր աչքը կտրեր
segment_1603.wav|Վերջապես արահետի վրա լեռների ստվերներն ընկան Բիլբոյի առջև
segment_1604.wav|Նա ետ նայեց․ արևը անցել էր լեռների ետևը
segment_1605.wav|Այդ ժամանակ նա առաջ նայեց և տեսավ ցած իջնող լանջեր
segment_1606.wav|Ներքևում ծառերի արանքից տեղ֊տեղ մարգագետիներ էին երևում
segment_1607.wav|― Ողորմած աստված,― բացականչեց Բիլբոն
segment_1608.wav|― Երևում է ես դուրս եմ եկել Մառախլապատ Լեռների մյուս երեսը
segment_1609.wav|Որտե՞ղ են, ախ, որտե՞ղ են Հենդալֆն ու թզուկները
segment_1610.wav|Միայն թե նրանք մնացած չլինեն գոբլինների իշխանության տակ… Նա քայլում էր հա քայլում, բարձրացավ իջվածքից, անցավ նրա եզրով ու ներից սկսեց իջնել
segment_1611.wav|Բայց ամբողջ ժամանակ նրան տանջում էր մի չափազանց տհաճ միտք․ արդյոք պարտավոր չէ՞ հիմա, երբ մատին կախարդական մատանի ունի, վերադառնալ սարսափելի թունելները և փնտրել իր բարեկամներին
segment_1612.wav|Նոր էր նա հանգել այդ որոշմանը, որ դա իր պարտքն է, և իրեն վերջնակապանես դժբախտ զգացել, երբ հանկարծ ձայներ լսեց
segment_1613.wav|Նա կանգնեց ու ականջ դրեց․ ոնց որ թե գոբլինների նման չեն
segment_1614.wav|Նա կամացուկ մոտ գնաց։ Քարքարոտ կածանը, որով նա քայլում էր, թեքվեց ներքև, ձախից մի ժայռ էր բարձրանում, աջից՝ թփուտներով ու կարճլիկ ծառերով ծածկված հովիտներով իջնում էր լանջը
segment_1615.wav|Հովիտներից մեկում, թփուտների մեջ ինչ֊որ մեկը խոսում էր
segment_1616.wav|Բիլբոն ավելի մոտիկ սողաց, և հանկարծ երկու քարի արանքում կարմիր կնգուղ տեսավ․ այնտեղից դուրս էր նայում Բալին, որ, ինչպես միշտ, պահակ էր կանգնած
segment_1617.wav|Բայց իրեն զսպեց
segment_1618.wav|Նա դեռ մատանին չէր հանել մատից, վախենալով որևէ անսպասելի ու տհաճ հանդիպումից, և հիմա Բալինը նայում էր ուղիղ Բիլբոյի միջով
segment_1619.wav|«Արի սրանց անակնկալի բերեմ»,― մտածեց Բիլբոն և հովիտի եզրին աճած թփերի միջով առաջ շարժվեց
segment_1620.wav|Հենդալֆը վիճում էր թզուկների հետ
segment_1621.wav|Նրանք քննարկում էին թունելներում տեղի ունեցած իրադարձությունները և որոշում էին, թե ինչ անեն հետագայում
segment_1622.wav|Հենդալֆը թզուկներին համոզում էր, որ չի կարելի ճանապարհը շարունակել, միստր Բեգինսին թողնելով գոբլինների ձեռքում, նույնիսկ առանց պարզելու՝ կենդանի է նա, թե ոչ, առանց նրան փրկելու փորձ անելու, իսկ թզուկներն անբավականություն էին հայտնում
segment_1623.wav|― Վերջ ի վերջո նա իմ բարեկամն է,― ասում էր հրաշագործը,― և այնքան էլ վատ չէ
segment_1624.wav|Ես նրա համար պատասխանատու եմ։ Այնուամենայնիվ, խայտառակաություն է, որ դուք նրան կորցրել եք
